Logged started on,27/07/2024 19:58:10
Feature,Accelerometer
Nodes,AM1V420 @425DB9

Date,HostTimestamp,NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg)
27/07/2024 19:59:55.480,104828,AM1V420 @425DB9,31895,9BFF31FC1DFF,-101,-975,-227
27/07/2024 19:59:55.539,104881,AM1V420 @425DB9,31901,72FF18FC7DFF,-142,-1000,-131
27/07/2024 19:59:55.599,104940,AM1V420 @425DB9,31907,7BFF4AFC86FF,-133,-950,-122
27/07/2024 19:59:55.629,104971,AM1V420 @425DB9,31913,B8FF33FC94FF,-72,-973,-108
27/07/2024 19:59:55.689,105031,AM1V420 @425DB9,31920,66FF2EFCA3FF,-154,-978,-93
27/07/2024 19:59:55.749,105091,AM1V420 @425DB9,31926,6DFF4FFCB6FF,-147,-945,-74
27/07/2024 19:59:55.778,105120,AM1V420 @425DB9,31932,E4FFEDFBCAFF,-28,-1043,-54
27/07/2024 19:59:55.839,105181,AM1V420 @425DB9,31938,CFFF43FC5B00,-49,-957,91
27/07/2024 19:59:55.899,105241,AM1V420 @425DB9,31945,EFFF63FC6C00,-17,-925,108
27/07/2024 19:59:55.929,105270,AM1V420 @425DB9,31951,3B0081FCC800,59,-895,200
27/07/2024 19:59:55.989,105331,AM1V420 @425DB9,31957,19003BFCD400,25,-965,212
27/07/2024 19:59:56.049,105391,AM1V420 @425DB9,31963,460000FCEC00,70,-1024,236
27/07/2024 19:59:56.078,105420,AM1V420 @425DB9,31970,02001FFC1C01,2,-993,284
27/07/2024 19:59:56.139,105481,AM1V420 @425DB9,31976,3B0038FCE300,59,-968,227
27/07/2024 19:59:56.199,105541,AM1V420 @425DB9,31982,020040FC2301,2,-960,291
27/07/2024 19:59:56.229,105571,AM1V420 @425DB9,31988,FBFF36FC2E01,-5,-970,302
27/07/2024 19:59:56.289,105631,AM1V420 @425DB9,31995,600038FC7701,96,-968,375
27/07/2024 19:59:56.349,105691,AM1V420 @425DB9,32001,4A0013FC9901,74,-1005,409
27/07/2024 19:59:56.378,105720,AM1V420 @425DB9,32007,DEFFEEFB7201,-34,-1042,370
27/07/2024 19:59:56.439,105781,AM1V420 @425DB9,32013,5400A8FB2A01,84,-1112,298
27/07/2024 19:59:56.499,105841,AM1V420 @425DB9,32020,DFFF10FCAC00,-33,-1008,172
27/07/2024 19:59:56.528,105869,AM1V420 @425DB9,32026,26003EFC1101,38,-962,273
27/07/2024 19:59:56.589,105931,AM1V420 @425DB9,32032,3C0033FC3F01,60,-973,319
27/07/2024 19:59:56.649,105991,AM1V420 @425DB9,32038,3F0075FCA001,63,-907,416
27/07/2024 19:59:56.679,106021,AM1V420 @425DB9,32045,500061FC8501,80,-927,389
27/07/2024 19:59:56.739,106080,AM1V420 @425DB9,32051,FFFF72FC5701,-1,-910,343
27/07/2024 19:59:56.799,106141,AM1V420 @425DB9,32057,260040FCA901,38,-960,425
27/07/2024 19:59:56.830,106172,AM1V420 @425DB9,32063,1C00DFFBC401,28,-1057,452
27/07/2024 19:59:56.889,106231,AM1V420 @425DB9,32070,160027FCA601,22,-985,422
27/07/2024 19:59:56.951,106293,AM1V420 @425DB9,32076,8A000EFCB201,138,-1010,434
27/07/2024 19:59:56.980,106322,AM1V420 @425DB9,32082,7A006EFCC601,122,-914,454
27/07/2024 19:59:57.039,106381,AM1V420 @425DB9,32088,EBFF45FCCC01,-21,-955,460
27/07/2024 19:59:57.099,106441,AM1V420 @425DB9,32095,380030FC5901,56,-976,345
27/07/2024 19:59:57.130,106472,AM1V420 @425DB9,32101,B8FF46FC4301,-72,-954,323
27/07/2024 19:59:57.189,106531,AM1V420 @425DB9,32107,F2FF5CFCFD00,-14,-932,253
27/07/2024 19:59:57.249,106591,AM1V420 @425DB9,32113,FEFF39FC0A01,-2,-967,266
27/07/2024 19:59:57.278,106620,AM1V420 @425DB9,32120,EDFF2CFC4201,-19,-980,322
27/07/2024 19:59:57.339,106681,AM1V420 @425DB9,32126,F5FF31FC8E01,-11,-975,398
27/07/2024 19:59:57.399,106741,AM1V420 @425DB9,32132,DEFFFDFB7901,-34,-1027,377
27/07/2024 19:59:57.428,106770,AM1V420 @425DB9,32138,DFFFD7FB0B01,-33,-1065,267
27/07/2024 19:59:57.489,106831,AM1V420 @425DB9,32145,F0FF16FC0F01,-16,-1002,271
27/07/2024 19:59:57.549,106891,AM1V420 @425DB9,32151,D5FF4CFC5801,-43,-948,344
27/07/2024 19:59:57.579,106921,AM1V420 @425DB9,32157,FDFF33FC4601,-3,-973,326
27/07/2024 19:59:57.639,106981,AM1V420 @425DB9,32163,120042FC4701,18,-958,327
27/07/2024 19:59:57.699,107041,AM1V420 @425DB9,32170,1C0063FC4101,28,-925,321
27/07/2024 19:59:57.729,107071,AM1V420 @425DB9,32176,F0FF62FC1001,-16,-926,272
27/07/2024 19:59:57.789,107131,AM1V420 @425DB9,32182,EEFF6DFC0301,-18,-915,259
27/07/2024 19:59:57.849,107191,AM1V420 @425DB9,32188,02005AFC1401,2,-934,276
27/07/2024 19:59:57.882,107224,AM1V420 @425DB9,32195,08002FFC2401,8,-977,292
