Logged started on,02/08/2024 18:05:48
Feature,Accelerometer
Nodes,AM1V420 @425DB9

Date,HostTimestamp,NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg)
02/08/2024 18:06:55.331,66529,AM1V420 @425DB9,9342,41FF2BFC6BFF,-191,-981,-149
02/08/2024 18:06:55.392,66581,AM1V420 @425DB9,9348,4EFF72FC79FF,-178,-910,-135
02/08/2024 18:06:55.421,66610,AM1V420 @425DB9,9355,4CFF17FC70FF,-180,-1001,-144
02/08/2024 18:06:55.482,66671,AM1V420 @425DB9,9361,ACFF89FC59FF,-84,-887,-167
02/08/2024 18:06:55.542,66732,AM1V420 @425DB9,9367,ABFFE2FB19FF,-85,-1054,-231
02/08/2024 18:06:55.571,66760,AM1V420 @425DB9,9373,70FF39FC3BFF,-144,-967,-197
02/08/2024 18:06:55.632,66822,AM1V420 @425DB9,9380,89FFAAFC42FF,-119,-854,-190
02/08/2024 18:06:55.692,66882,AM1V420 @425DB9,9386,D7FF46FC56FF,-41,-954,-170
02/08/2024 18:06:55.722,66911,AM1V420 @425DB9,9392,A9FF17FC30FF,-87,-1001,-208
02/08/2024 18:06:55.782,66972,AM1V420 @425DB9,9398,75FF7CFB2EFF,-139,-1156,-210
02/08/2024 18:06:55.841,67031,AM1V420 @425DB9,9405,83FF88FBF3FE,-125,-1144,-269
02/08/2024 18:06:55.874,67063,AM1V420 @425DB9,9411,F1FEC7FA64FF,-271,-1337,-156
02/08/2024 18:06:55.932,67121,AM1V420 @425DB9,9417,16FF27FC7C00,-234,-985,124
02/08/2024 18:06:55.992,67182,AM1V420 @425DB9,9423,A7FEAFFC4201,-345,-849,322
02/08/2024 18:06:56.021,67210,AM1V420 @425DB9,9430,4FFF00FC8000,-177,-1024,128
02/08/2024 18:06:56.082,67272,AM1V420 @425DB9,9436,1AFF67FC7EFF,-230,-921,-130
02/08/2024 18:06:56.172,67362,AM1V420 @425DB9,9442,11FFC2FCF9FF,-239,-830,-7
02/08/2024 18:06:56.193,67383,AM1V420 @425DB9,9448,50FFA8FCF4FF,-176,-856,-12
02/08/2024 18:06:56.232,67421,AM1V420 @425DB9,9455,32FFBFFCD3FF,-206,-833,-45
02/08/2024 18:06:56.292,67481,AM1V420 @425DB9,9461,2EFFACFCB3FF,-210,-852,-77
02/08/2024 18:06:56.322,67511,AM1V420 @425DB9,9467,27FF2AFCD7FF,-217,-982,-41
02/08/2024 18:06:56.382,67572,AM1V420 @425DB9,9473,C2FE20FBAFFF,-318,-1248,-81
02/08/2024 18:06:56.442,67632,AM1V420 @425DB9,9480,DFFE67FB5FFF,-289,-1177,-161
02/08/2024 18:06:56.471,67660,AM1V420 @425DB9,9486,30FF7AFA1500,-208,-1414,21
02/08/2024 18:06:56.532,67721,AM1V420 @425DB9,9492,52002AFC4800,82,-982,72
02/08/2024 18:06:56.592,67782,AM1V420 @425DB9,9498,1E0079FB9900,30,-1159,153
02/08/2024 18:06:56.621,67811,AM1V420 @425DB9,9505,9DFF81FC9200,-99,-895,146
02/08/2024 18:06:56.682,67872,AM1V420 @425DB9,9511,91FFF4FCF0FF,-111,-780,-16
02/08/2024 18:06:56.741,67931,AM1V420 @425DB9,9517,88FFADFC81FF,-120,-851,-127
02/08/2024 18:06:56.772,67962,AM1V420 @425DB9,9523,89FF01FDA1FF,-119,-767,-95
02/08/2024 18:06:56.832,68022,AM1V420 @425DB9,9530,8DFF1EFD9BFF,-115,-738,-101
02/08/2024 18:06:56.892,68082,AM1V420 @425DB9,9536,71FF39FC87FF,-143,-967,-121
02/08/2024 18:06:56.921,68110,AM1V420 @425DB9,9542,4EFF83FA3AFF,-178,-1405,-198
02/08/2024 18:06:56.982,68171,AM1V420 @425DB9,9548,22FF3BFBD2FE,-222,-1221,-302
02/08/2024 18:06:57.042,68232,AM1V420 @425DB9,9555,73FE52FB81FF,-397,-1198,-127
02/08/2024 18:06:57.071,68260,AM1V420 @425DB9,9561,26FFADFC3101,-218,-851,305
